Month,Temperature,Humidity,Rainfall,Dengue_Cases,Risk_Level
10,26.602969182726284,72.1053980477207,31.300370836597097,21,Moderate
5,26.71345979513047,40.49395444619271,3.000125530714296,10,Low
2,36.306991934243364,53.24220307439496,15.209161662963503,0,Low
4,29.527741808926212,67.2123137171088,28.641300011035227,2,Low
12,29.72016658876428,74.64998474748332,8.53364082776158,40,Moderate
12,32.12113381612737,69.15117266650157,147.40916904268408,61,Moderate
7,31.626609020727145,89.21716933003097,170.77995117019844,156,High
12,26.963831416717188,40.733472039420626,15.618359616075612,4,Low
8,28.98636667357858,84.40345688007808,322.6184956434362,149,High
3,27.713594962343745,42.730311619192676,63.90773382633057,2,Low
1,27.851111053960633,81.39568443226253,141.74783270770953,20,Moderate
4,30.91051817454792,68.58311928336995,106.69925791670325,64,Moderate
2,28.207783543229198,76.29414958036178,36.20014045810706,63,Moderate
8,30.006694866487205,67.98334141712584,299.181682621801,197,High
4,27.67713367956567,89.19197397486627,41.29334557098908,34,Moderate
2,28.31454076126436,85.62586996088277,40.2267232653576,63,Moderate
6,29.17606875190111,76.90275164232716,200.5940217258896,141,High
6,28.628344382042414,86.87800338042523,219.32931149525962,185,High
10,29.38595390359197,78.69785927942698,37.70153839138802,70,Moderate
4,31.992040439438608,59.39661148018977,15.65762161068664,5,Low
6,27.932664606834628,77.12825930013004,267.96487996824027,139,High
2,36.35349881912291,94.74221341485881,64.15787249398727,69,Moderate
10,27.441641487379304,86.05915839968779,1.6513000311971313,62,Moderate
12,32.432731266950064,59.055962952888855,45.22760019448477,2,Low
2,23.840376291497876,75.42125975909654,38.738885104274424,23,Moderate
10,30.45109562025028,50.60287684362029,173.39040734524747,44,Moderate
4,23.786337747305375,78.58585466763513,33.103082979245464,80,Moderate
8,31.403070311576656,87.03359459998768,192.64302475929466,184,High
7,33.93181773844039,91.81743408815142,167.16879646001476,116,High
12,27.237270396946613,52.57324234131454,91.97280531987877,1,Low
9,33.51330591500868,94.62502885800102,243.69948755034412,188,High
8,26.230303992163694,72.73820642187317,203.9219623041835,27,Moderate
5,29.982727551890417,51.85784596871792,19.305095227277267,6,Low
2,28.601675620574305,75.83468094028277,118.57173638984962,37,Moderate
5,29.459844009864902,73.77210413410768,10.612785050278498,82,Moderate
8,33.86760915422062,100.0,209.14972248226303,126,High
10,27.769524811865658,58.66312749762456,26.01976538894778,8,Low
9,29.045524495146214,92.67479344554131,158.2864328466017,155,High
12,32.20261758403045,94.83110669632443,21.33100075050619,55,Moderate
12,32.42210373183194,62.746577742301945,15.409787154150283,0,Low
12,32.74812122224152,60.81749624267769,57.93263172009636,5,Moderate
9,31.802199045436776,84.98285846330936,114.11639258183018,45,Moderate
1,23.427980349078066,64.6295593037952,15.601961536535674,5,Low
9,27.281354003858368,95.89536583076641,211.80712049395504,116,High
7,30.425939741622017,100.0,245.24810207470998,117,High
9,30.94116954869072,70.6127989894313,188.7096625461979,61,Moderate
8,25.54618562424104,82.74737357508647,271.82147597794335,166,High
1,27.74344661362803,71.09020786494013,135.9300263772962,47,Moderate
12,29.315049641213925,63.8276028315673,72.69682452578881,65,Moderate
8,31.824801499032567,61.215683401266716,164.80418372922279,26,Moderate
8,34.03780502351495,86.92651532648024,147.264777251704,139,High
11,34.45484507623459,44.03198044832612,52.138040797628314,9,Low
3,29.814137206055918,92.42407341179855,173.59880208042563,152,High
1,27.023373458837405,70.61988448405928,62.58082217665366,52,Moderate
8,29.476056162955118,88.65394241925141,196.63848464019344,219,High
3,32.757881955698565,84.27324655861065,36.40058654822599,22,Moderate
3,23.08956873945203,54.68256313659549,6.225151446166626,7,Low
1,30.38960027939943,77.10207848552842,37.55764463699044,83,Moderate
11,30.804690969243595,65.9853836365181,6.783703071497276,4,Low
5,26.80974598656003,82.7015616282474,44.884917220407935,67,Moderate
10,33.50282725324648,38.09158869472757,32.936617216207004,2,Low
7,34.08050439248404,84.6083788455724,195.87037123243547,129,High
10,28.50230581388617,60.95769016324058,0.5048896295247788,6,Low
9,29.430919519642778,78.45466429001691,238.49843656676114,173,High
12,28.06231619032587,77.05066281052304,33.79783259242908,72,Moderate
7,32.54875359313985,64.50485483811674,161.25185879680078,81,Moderate
9,23.3442901021467,88.73533683411769,268.4047118407449,147,High
8,37.25633333794039,99.55434483915325,298.34584812541266,185,High
12,24.61215460672669,56.55036659027188,62.710015625135284,3,Low
2,24.034430602174773,82.6297554317819,46.290893221790085,68,Moderate
1,19.38643954558514,64.4618919932883,17.757102406798175,5,Low
7,34.48637473572887,79.08981544266568,198.0427986515829,163,High
7,29.146123487238963,89.40059929023145,262.4855210092159,162,High
8,24.083732920068545,69.3185568657995,147.17514646873698,17,Moderate
5,32.03926835737054,45.53086276808582,6.999575375709134,1,Low
3,25.247398619289104,51.43860042666141,23.247762454706578,5,Low
12,37.009743221377235,71.64112707749455,1.3089331370830133,16,Moderate
8,30.864085104916466,89.57213063692514,253.76107705909578,174,High
6,25.66822335877873,81.06617702255343,252.36382042797314,176,High
11,18.002377140505708,60.9024491767639,11.230683588651736,5,Low
3,37.16377029036296,76.83856292756055,4.1725263553103655,27,Moderate
1,22.441710132945616,63.113645346715124,32.16579981195808,9,Low
3,21.418405012172432,59.58099446255283,0.5009630155306116,11,Low
5,32.09028172803856,52.684559976505234,4.428783871291158,5,Low
3,37.759009625357095,43.722567898724215,82.41566034893647,6,Low
1,33.53709127404207,64.15114440160832,73.80512113790427,54,Moderate
5,30.25563648020944,72.37080234880197,123.33692694100975,60,Moderate
10,30.379017366661145,68.55064494977665,96.38426433660356,47,Moderate
7,31.334560612672465,77.37582049397085,243.17186400949393,148,High
7,31.234697157492846,77.39636358783869,199.2218455564853,177,High
11,29.124765695877503,79.12369287527453,76.35802778478906,96,Moderate
9,27.175790492993926,81.0638841796699,52.28755293789844,21,Moderate
10,27.74962748840191,81.64041870765213,80.24295699451612,47,Moderate
10,24.984141644533295,54.96674471609913,35.51253428969825,1,Low
12,26.877299692532905,58.71347143970447,13.257025245172645,9,Low
3,21.228172743218458,47.998222140764845,93.32306533752659,3,Low
7,33.36290107084313,88.82433315692535,167.91364281739354,106,High
1,24.04563557139633,84.62968687716969,197.54124372645634,169,High
4,23.585642731136915,77.73442132665934,8.46193150150503,10,Low
4,28.719576604613913,84.67633168042053,12.787507201688289,63,Moderate
5,33.5680091453784,77.83213818900904,11.900053347681457,54,Moderate
7,32.41672410841852,71.87836798804483,168.7041991157699,58,Moderate
7,32.927470011865694,81.02884668432146,151.08725309697613,78,Moderate
11,24.04148745371865,58.29701306323806,3.449277316223281,2,Low
4,31.763084751952864,89.95862356058561,327.18362256168973,146,High
7,30.026573111006687,84.58528222000852,206.1121502273533,136,High
11,27.101467400011902,83.40546534083666,90.16450262927484,26,Moderate
3,30.20020839609821,83.39430805163154,22.735407512681306,43,Moderate
6,25.75342779925888,74.00960775468141,179.05182772393826,72,Moderate
12,28.42150202458384,63.85470111055754,40.44142657643495,6,Low
2,22.66389802032718,80.68483239370244,115.95159490631033,62,Moderate
10,25.594529424195144,100.0,130.31507584295468,154,High
9,32.93361681663341,100.0,158.7693995117489,165,High
5,21.628025065873324,46.974396287014606,3.920361822242118,2,Low
6,29.188885802592626,76.46504519938658,147.059992587609,43,Moderate
12,27.921448804293274,80.69068043291998,55.32951387243615,53,Moderate
12,30.20995981766859,41.75274687912124,109.58448458592436,5,Low
12,28.895656536258645,64.41521420593116,30.803932379874883,5,Low
12,33.456561719895376,76.5596978055844,46.69386315128416,47,Moderate
4,28.50089801059163,72.7776330524487,10.44353553147773,3,Low
11,26.282377835498988,76.38167296276258,81.72928261113908,113,Moderate
10,28.489190012129136,73.33434783701281,171.06201226144657,68,Moderate
7,25.830659570421993,78.3056308636651,164.22435072573856,58,Moderate
12,28.19544028130282,55.71525428891805,34.14261293945499,4,Low
9,34.056118097922976,75.21692050177502,256.07496059249644,136,High
7,36.29822256150753,100.0,166.94874726862528,146,High
1,25.348396329796206,82.45287717793916,34.93648085488875,55,Moderate
1,22.389578912801227,83.50597882592595,7.799747214277023,12,Moderate
9,29.87625561306239,90.52905228599482,174.2530646783364,102,High
11,23.02454705843486,87.75240500334891,20.331137802694858,37,Moderate
9,36.47736346380987,75.63407993756358,177.16511924883767,156,High
4,25.12637093772321,95.00836167326705,44.052735747318025,45,Moderate
9,30.27394418583405,96.06231558859969,216.949675690471,194,High
3,26.82020128683189,81.0343299586862,71.56583803128508,20,Moderate
7,28.858632287500946,87.00698694288879,222.81247442642663,127,High
6,28.10862463744357,87.57253421111501,47.76717303784188,80,Moderate
8,34.91124722397823,81.55522791247547,251.0817606913804,153,High
11,24.65861178696097,58.97044808977071,70.31108792612709,7,Low
9,27.659568355836683,77.50584013043027,271.8184017121877,211,High
5,23.24960632388195,54.24788890596781,13.731816702412805,2,Low
1,29.23928284090811,81.36242724006229,19.54296079878062,48,Moderate
3,30.535107523728392,90.5580421599507,10.155582409906039,44,Moderate
10,29.655196389805994,80.42804350125999,43.01160513477376,10,Moderate
12,27.258849364489166,74.25626535492252,8.411548529804211,4,Low
8,32.205807929924966,88.37766099054602,147.49067313191654,176,High
11,28.17524588791644,57.297235508119535,59.70327123366266,6,Low
6,28.322508494822376,79.5491277000441,151.38508776325827,62,Moderate
8,28.61907971227691,100.0,177.48733061108643,138,High
9,33.0907490819087,72.30708894756896,162.19979902716977,36,Moderate
4,25.770032859968666,63.73135681351164,41.289477866464544,8,Low
1,22.520788081683687,39.612881903329345,0.2940996470037823,3,Low
1,27.64687180659498,53.93721371973342,4.088160552454596,5,Low
10,38.31883735061727,98.67128630709585,106.54013887161445,154,High
4,24.785301728121077,50.793166434963,4.053940788187814,9,Low
12,34.55646722177627,72.84219731831621,61.34562872142879,69,Moderate
7,28.85988946113194,100.0,211.19634369733032,111,High
2,25.785647033168022,51.17615997996561,15.782381391324318,1,Low
3,30.275932316741102,72.77065712171625,23.140791141269094,61,Moderate
1,34.51358649251415,84.06873306265983,42.07324262370907,48,Moderate
5,26.483489036050052,70.18748982860876,106.7303665996556,40,Moderate
1,27.185678559590553,100.0,142.2842893010418,180,High
8,28.78561386173912,83.88681151202199,102.67373568205679,53,Moderate
1,23.940973077228534,85.88092794825819,4.530150642920264,51,Moderate
11,25.40288981973597,67.40797393905304,55.30513693904129,65,Moderate
1,23.104238932950974,81.57880232255013,26.407382873178314,42,Moderate
2,28.136333873036904,76.61960727548869,31.810089422309275,81,Moderate
2,24.920107075765433,59.00265704335005,2.519863236322508,2,Low
12,28.93514364716299,73.4349458868901,10.601658747167692,6,Low
6,33.39841409152442,87.99085734021106,144.10361959816302,193,High
7,34.79219187966487,93.33157766629435,276.95986000874535,108,High
5,31.334115846435697,74.47237698985788,17.95261993738553,43,Moderate
1,20.025057429714177,79.57990252964653,24.226964007842355,72,Moderate
1,29.49622627939029,85.87177487630726,96.34444003408663,73,Moderate
3,32.91067596989317,75.51429760314566,69.11492125683641,46,Moderate
2,23.16143592523518,72.22134129697415,15.894378127310056,2,Low
5,34.690289547350815,56.78397495008062,6.249928770167233,7,Low
12,29.67607603746418,59.316688545264235,14.517496176464922,8,Low
10,25.179952576966365,87.80101930265997,126.76146354297877,26,Moderate
6,31.9340694098527,78.69750704995563,153.58900163259912,25,Moderate
7,28.03569067312815,93.64248384698637,262.17141390514627,156,High
4,28.304021565649645,70.69004120879912,45.36575662909962,62,Moderate
7,28.46817450210726,57.924561446188235,217.76690977950685,44,Moderate
11,24.317305627682536,87.59135267901168,82.28098766509943,63,Moderate
8,30.239745791220113,77.8001046677806,109.53661427058708,35,Moderate
11,22.34514201238008,99.11826154695623,6.207230914884594,7,Moderate
1,27.555095754605198,56.82515384230392,6.909403755384239,3,Low
6,30.962790185776974,75.75937192658935,231.7664597608103,151,High
8,27.036402269580684,72.46493987628239,194.11663489035732,44,Moderate
5,32.94437270084175,79.69734306588656,18.43391496117978,26,Moderate
4,32.365240482377075,66.76498543678551,101.83487860880783,13,Moderate
2,30.43655248362871,56.9055836431945,72.21642919395397,3,Low
6,32.16911381873959,82.85045161921049,177.22664718751298,176,High
6,30.256539988918796,88.85749968181695,212.2478546586002,187,High
11,32.85239079991673,56.25588849154413,5.3707570891048375,8,Low
1,28.56686765455962,90.33164201658244,65.18853983771997,33,Moderate
9,24.85287504408561,92.02659998499306,223.7316742783396,115,High
12,29.573271357577486,72.01444745871689,23.202741564568232,59,Moderate
11,28.768196465960127,71.19396793564054,34.82756500092622,62,Moderate
6,27.21322055261781,87.40876757200408,235.37959109873097,162,High
3,28.534163619129128,57.074453946156126,6.008550538363867,0,Low
4,27.390120654477826,70.45047218746123,26.074649692370684,2,Low
12,30.832434706754363,37.714246830862294,33.18649797457036,4,Low
11,31.826809267178337,83.14683468254404,38.91641864669493,59,Moderate
4,24.8560421579682,46.57760166337211,85.28660519464123,7,Low
3,22.675068185768886,92.55129742643499,9.417677338678562,52,Moderate
10,20.655178507586815,65.04819859050325,82.46912184870449,56,Moderate
3,30.031965307650175,66.82499527103235,59.025580439726696,51,Moderate
3,23.586533575304507,60.583991408732416,40.58198999294619,7,Low
4,19.38843762819007,65.67941689116886,60.12001380360441,5,Low
7,28.48761397904501,78.34306535106452,258.9126423774001,151,High
4,37.971998069731164,32.68287015197381,7.448067567136397,4,Low
9,29.781426933476833,88.69016437825167,220.40679563891783,152,High
1,31.353963097806567,75.07035221652562,37.18754160719611,59,Moderate
8,35.667836386511986,86.2428569485085,131.2182955606819,55,Moderate
7,30.714513918418884,94.36056167936016,176.31772711744046,161,High
2,31.676305931951074,95.14589540812304,118.68610808496915,190,High
8,27.477684330304125,92.76936702931516,347.15241676343106,157,High
1,29.06956925628761,52.699742341060606,4.463559201065018,3,Low
11,29.286791224784054,87.05971813547094,29.874034185333908,67,Moderate
12,25.327638185427805,75.07829314428871,70.6023680085109,22,Moderate
9,30.66189241292149,85.30476413920628,236.2245530190864,117,High
9,28.94373675763836,76.02746993838743,318.4643650405749,160,High
2,24.97701936202862,54.61370974539584,112.56968633491735,60,Moderate
7,30.974274718600626,78.4704984416792,269.7717041099593,112,High
10,24.406128072835852,85.920564473097,26.432399918123465,42,Moderate
3,28.112724629476514,77.98009298232914,114.43258602637754,37,Moderate
7,31.741703061106847,79.50210640361966,212.09010357778743,135,High
12,32.34358226332631,96.41782187301061,57.8723981117883,68,Moderate
10,29.89879293151981,69.99529491082338,97.94287172239417,64,Moderate
9,33.62769194167181,81.84733666083744,215.07035348905586,149,High
4,31.27106519680115,76.7421086924846,100.12216439801867,39,Moderate
12,33.560830196069254,100.0,19.328726193829578,23,Moderate
1,30.231241225407448,54.77860760221222,9.820913253210378,9,Low
2,28.04141047937352,64.57805849959021,13.680401327971161,6,Low
1,22.75265507059936,76.24669057152178,27.06153613864073,35,Moderate
12,23.73954534769851,69.19142726491391,14.463633813210224,7,Low
5,26.77910118258133,55.26544629434028,19.32487573370595,4,Low
5,25.561951191362866,86.82786784345706,7.250045038303667,44,Moderate
11,27.252114788058215,100.0,17.56140208967916,58,Moderate
7,29.927140512989922,87.68050427589753,198.1709980061577,127,High
9,34.9168815827995,92.15174390128058,113.10976920767503,139,High
9,32.72406798760858,84.48881306984623,200.90236262341122,153,High
3,29.946006575304807,73.86963971831771,68.61013164893697,40,Moderate
3,28.25789765924048,86.55816014974387,111.98519631611565,63,Moderate
3,20.098133734584515,77.12751619743072,70.69134080741264,87,Moderate
4,24.242658424724983,69.9639423862172,20.173407826020686,2,Low
8,27.877681365563436,85.16124787900472,260.53372762710984,100,High
6,36.62956699724539,86.43306305000004,170.01800025893982,89,High
8,30.980983539810293,79.8409468686766,220.59764995309047,145,High
1,34.12300332937479,83.70657432078379,21.20389051557105,36,Moderate
8,27.494626488083295,75.74607742357044,242.57955229465986,156,High
4,27.14622851627917,93.84758467271025,14.141244201820314,52,Moderate
11,33.96290454739981,78.61106831341002,3.267124019240458,17,Moderate
1,28.594669828808446,90.9939196771869,7.061449172058737,13,Moderate
8,34.95873915369126,67.4456210268929,154.51597803437622,55,Moderate
4,25.54638934583624,49.51263766876842,50.226500131837994,5,Low
6,36.233332755595335,78.04850641923127,177.43485678281678,137,High
8,29.900924208841317,89.73145453267787,149.10442547614207,100,High
4,28.681664889501953,96.94541234390445,37.49430296588934,59,Moderate
3,28.64229592419946,80.59118370722697,53.27376833625832,75,Moderate
9,28.489049218873213,77.97088561960433,158.89171966552965,55,Moderate
3,29.7477526789854,54.60446188501162,99.9033966587852,33,Moderate
9,29.482875127639016,82.6219296257406,135.6197358173469,50,Moderate
2,31.798216541765296,55.529418613739274,59.23002556813513,0,Low
2,22.060408126200386,94.42702832158483,0.8128031548049275,71,Moderate
2,17.78431546039218,65.73423025590236,23.313102276943955,5,Low
6,32.1441951825531,89.66431287412317,154.97757693109867,96,High
3,22.532485206338315,80.18396935088917,39.20662345431982,43,Moderate
9,33.83356996509154,90.20689496422669,270.97278403989196,163,High
4,23.31954789576256,62.2090544226081,78.06367665995838,43,Moderate
1,20.79207824967992,64.8863818398088,12.281013653489014,4,Low
4,30.165850912819153,76.42475038562856,56.51100182756406,25,Moderate
1,31.036620641210586,71.15734744326575,81.28144490557615,61,Moderate
5,25.693958397093123,61.09282887896942,41.26277431169043,3,Low
4,17.63583083142036,67.51552884523552,67.52381898139078,0,Low
8,31.71146199259072,74.2046714783396,154.2261485454854,42,Moderate
8,30.30516962541531,94.97059356453641,206.3229609530345,179,High
7,34.49403531091328,96.27350089355485,174.8565623164522,138,High
3,28.73343967911662,55.3041816292479,17.456698852171503,10,Low
1,27.93876060330802,52.700013951913824,42.3397397516337,6,Low
1,30.317165998404352,44.689834793339344,68.40263564285861,6,Low
12,28.478321473656614,43.091612531981646,23.817660043866596,4,Low
11,24.10772423647378,49.66828745331566,18.03182528702926,4,Low
3,32.78628600665797,59.36468563554264,30.748788996596453,4,Low
6,29.061490580845433,73.7015014278144,258.9432968518469,140,High
7,33.09275801510072,76.76163130358846,265.55811483018084,165,High
6,29.135811604946163,96.91090683146192,243.20349910694733,121,High
6,31.29306887403268,83.53146478744699,215.30672765513776,117,High
6,29.659312305628646,62.80222052548149,188.44702315795507,27,Moderate
3,27.308215760306307,68.8383480891101,5.187360409862849,11,Low
6,29.832443452041566,71.00318495267314,140.40626479043752,60,Moderate
8,28.86784044761337,82.50630374827519,297.17644405610986,159,High
11,21.545754408493035,97.10794965456827,86.79102080046131,28,Moderate
11,33.88468130997443,44.76011958815971,97.25568323236475,6,Low
2,27.162705291392534,54.639571136704305,26.816332841700056,4,Low
5,25.323709045360335,65.8028448643449,4.679278016841355,5,Low
1,32.159618749584304,55.53193307634713,28.79323371178421,2,Low
12,25.577537841052543,77.58948330183797,13.115961637530196,53,Moderate
1,35.304038854187745,59.0759169639008,17.208843914408746,3,Low
5,30.711703485357077,100.0,73.97919170066616,34,Moderate
12,26.04835436741719,87.85822891515394,3.926576330553618,64,Moderate
3,36.629232853062014,73.18861045948323,87.89144896795797,19,Moderate
4,25.577140307986646,85.40479394979599,27.901896679742382,61,Moderate
3,30.968381488037227,86.58850636535963,45.3249329420799,63,Moderate
1,29.19717032162597,61.54078767912635,4.696429449991383,2,Low
1,33.20696515759519,57.75674133187053,20.57610159140955,2,Low
12,34.24604478690741,71.17214594454471,4.699103652250052,4,Low
12,28.128016596263066,82.92454186746916,162.91166711438038,55,Moderate
5,24.986328518615267,72.08590597980127,82.32108529276958,46,Moderate
6,34.034562093542085,73.36957349715398,162.01634911237232,58,Moderate
3,25.289138520991575,57.95763334073737,12.654535496152683,10,Low
12,36.05354899010649,68.89040704608433,135.4939225039567,39,Moderate
9,27.801221885674394,80.86576229363558,233.18231735164207,98,High
5,26.538713794751565,99.58813265184712,8.776300844567412,66,Moderate
8,27.779303242353876,85.32396213683579,252.97827863116987,200,High
1,22.611494841881214,77.58383862753811,143.91890679956555,57,Moderate
5,24.113543845957395,92.33669662492434,0.19188224242571056,28,Moderate
3,32.8016556317777,100.0,13.59862865047295,47,Moderate
12,25.372422884114417,63.93403865224058,139.39335454718181,27,Moderate
1,23.81235606927224,77.37144179080299,9.381941434491006,6,Low
4,30.146611010109144,78.54640535797971,6.009240034054828,22,Moderate
5,32.742816618651986,72.93222597329937,42.220277534164566,43,Moderate
7,36.36298069753533,99.62254604034729,172.23597515473352,119,High
1,31.984190743223266,76.53963084250069,32.419190671779084,52,Moderate
3,24.972819645722158,32.01630872170472,260.7379501591762,42,Moderate
2,22.312757333032625,80.23104235093948,56.84245942415068,53,Moderate
9,32.93354269396299,82.09546083772211,251.9006263657981,150,High
10,26.709280644631455,66.66287654832603,246.90734871447745,120,High
6,22.84465890392089,95.72541799572758,238.21066016694277,168,High
10,33.312776567396234,59.87598971814172,16.941929079601422,4,Low
3,30.22492003760264,63.95386016402454,40.80860469667863,2,Low
8,28.30422378236879,99.28760162036771,286.39819176908827,217,High
8,24.564031987313836,99.34309669352076,176.53267667866444,164,High
2,25.42592707847943,61.748270755951914,0.07146820667728734,4,Low
6,27.147927919754235,87.84754593385568,135.70679913601427,78,Moderate
7,20.58445600129788,65.36710852161026,174.72551222777443,86,Moderate
2,29.07436911545303,73.1170376102997,42.46843848553109,47,Moderate
11,34.11387370565013,50.61061979271606,357.0032192630376,160,High
10,30.031343025158495,62.01747155309216,16.902939922558353,2,Low
2,30.153184316198534,60.889683501816826,16.45681505894676,4,Low
10,32.290029349239205,68.84168432165431,8.702758499483862,4,Low
1,26.54018908182846,76.38765487944744,8.96013656543395,53,Moderate
8,29.589031266918173,89.60824865403865,210.44267712671657,159,High
1,23.820763223915865,43.359823689273966,78.71320279851194,6,Low
9,26.574174542516065,95.48399887813541,202.91063635425283,157,High
11,36.22482851976129,73.78853268994935,184.61861677175133,113,High
6,30.179715770389315,84.18932894564583,180.32810518627247,121,High
7,25.124636223352425,100.0,104.54012705113786,39,Moderate
10,26.892746800444318,86.51984436603644,19.89383038315568,44,Moderate
7,30.24873555951612,93.59833561467458,223.5241498064553,181,High
10,31.262948850157187,90.19338634304123,102.02062908402603,26,Moderate
3,31.44189395343898,77.83375954026668,50.54458292639605,42,Moderate
2,25.667690245724245,68.53127130335643,9.000066295496525,7,Low
9,28.755251165639017,90.68273377152784,298.61722395411,141,High
8,34.50585889556579,95.86380711205838,223.21256190615017,163,High
12,27.00523549526581,78.60616631506619,66.74102220721653,47,Moderate
10,34.42938230407997,50.85543375192496,30.203384985828812,5,Low
7,34.23407058523687,88.33369851260878,230.45677595267568,143,High
9,32.35603680903085,60.07189500604647,228.6222653077551,63,Moderate
4,30.65152507466965,72.18281796652361,21.92643154473778,19,Moderate
4,32.6938954299413,60.78816152487526,32.87936638526566,3,Low
1,28.724086234814827,72.1147404941809,34.971700541264674,55,Moderate
8,29.020158658016364,80.00861048529634,219.85233349412,166,High
12,29.598751807010565,80.43103711825448,65.32616896680629,79,Moderate
3,25.394572424832685,52.88487235370893,103.87100869663209,3,Low
7,35.95614118578088,96.97168027247854,246.58329834340475,194,High
12,30.345456075020373,57.925502787211585,81.76173452442143,36,Moderate
2,32.95313228573454,64.18450125387159,95.04977334592756,76,Moderate
2,28.08508630694425,63.79576501555536,39.98601050856734,7,Low
7,25.34089416648054,76.92408659901704,219.7686840592833,122,High
6,25.78932411130901,82.76527494763062,184.3661415173362,159,High
3,28.963012717954275,68.08517977722715,25.414671798830817,4,Low
9,29.748650700332806,74.55163686096928,160.2005544995623,62,Moderate
10,30.262038582526177,30.0,31.498041357705997,4,Low
6,36.76211432676336,100.0,187.55131723596625,140,High
10,31.01336648441813,86.33154481325008,162.99979195840794,191,High
10,29.52463353953111,64.35548912612506,18.7597426110966,4,Low
6,29.39298327938974,100.0,215.7064748225333,174,High
1,30.692725405079834,52.42518479023657,37.413671202917165,4,Low
4,27.446176064064904,95.43584316716299,2.939703457438875,83,Moderate
10,23.102807054842536,98.45933042159668,5.857215089372651,36,Moderate
6,29.450264270372156,76.16131104859271,184.19585194385132,37,Moderate
6,25.67426893166457,86.47298000389084,215.7169341565715,195,High
11,25.67790620078111,72.62930168400885,28.391931730258214,41,Moderate
12,30.35431361768244,49.94911841686104,80.39492040466106,9,Low
